city,x,y,name,population,timezone,state,state_abbreviation,elevation,latitude,longitude,elevation_m,country_code
"Richmond, UT",0.595305511,0.977503878,"Richmond, UT",2580,America/Denver,Utah,UT,1405,41.92271,-111.81356,1410,US
"Bourg, LA",1.51639266,1.27384383,"Bourg, LA",2579,America/Chicago,Louisiana,LA,2,29.55355,-90.60231,8,US
"McCormick, SC",-0.56044359,1.197948168,"McCormick, SC",2578,America/New_York,South Carolina,SC,163,33.91346,-82.29346,166,US
"Homosassa, FL",0.737487174,2.370871322,"Homosassa, FL",2578,America/New_York,Florida,FL,0,28.78137,-82.6151,8,US
"Eddyville, KY",-2.448815713,0.903804321,"Eddyville, KY",2577,America/Chicago,Kentucky,KY,155,37.0945,-88.0803,155,US
"Centerville, IN",-1.728863315,-1.345628973,"Centerville, IN",2576,America/Indiana/Indianapolis,Indiana,IN,309,39.81782,-84.99635,309,US
"Dayton, OR",0.182547316,-0.642947261,"Dayton, OR",2575,America/Los_Angeles,Oregon,OR,48,45.22067,-123.07621,51,US
"Volcano, HI",2.321040361,-0.645799795,"Volcano, HI",2575,Pacific/Honolulu,Hawaii,HI,1143,19.44276,-155.23398,1141,US
"Royston, GA",-0.831773214,1.984074118,"Royston, GA",2574,America/New_York,Georgia,GA,274,34.28705,-83.11015,277,US
"Wales, WI",-0.937030174,-1.990800136,"Wales, WI",2573,America/Chicago,Wisconsin,WI,305,43.00445,-88.37676,305,US
"Collins, MS",-0.272621304,0.935432323,"Collins, MS",2570,America/Chicago,Mississippi,MS,89,31.64544,-89.55535,89,US
"Tahoka, TX",0.986397967,2.434122113,"Tahoka, TX",2570,America/Chicago,Texas,TX,939,33.16676,-101.79377,944,US
"Okanogan, WA",0.998679973,-0.824994354,"Okanogan, WA",2569,America/Los_Angeles,Washington,WA,15,48.36126,-119.58339,255,US
"Covington, IN",-1.636042971,-0.40644855,"Covington, IN",2568,America/Indiana/Indianapolis,Indiana,IN,172,40.1417,-87.39474,177,US
"Bayfield, CO",0.917911015,-1.580387669,"Bayfield, CO",2567,America/Denver,Colorado,CO,2103,37.22556,-107.59811,2108,US
"Brookville, IN",-2.230887096,-1.217157296,"Brookville, IN",2566,America/Indiana/Indianapolis,Indiana,IN,203,39.42311,-85.01274,206,US
"Homedale, ID",1.086413309,-0.238179611,"Homedale, ID",2565,America/Boise,Idaho,ID,680,43.61766,-116.93376,681,US
"Wrightsville Beach, NC",-1.231433578,2.97074854,"Wrightsville Beach, NC",2564,America/New_York,North Carolina,NC,1,34.2085,-77.79637,1,US
"Edisto, SC",-0.917717528,2.946846307,"Edisto, SC",2559,America/New_York,South Carolina,SC,67,33.47654,-80.8987,68,US
"Ridgecrest, FL",1.608183964,1.570308853,"Ridgecrest, FL",2558,America/New_York,Florida,FL,17,27.8975,-82.80529,18,US
"Raoul, GA",-0.110725367,1.346479013,"Raoul, GA",2558,America/New_York,Georgia,GA,433,34.44954,-83.59434,430,US
"Weed, CA",3.924082562,-1.135896021,"Weed, CA",2556,America/Los_Angeles,California,CA,1044,41.42265,-122.38613,1051,US
"Luxemburg, WI",-1.238022246,-2.791642299,"Luxemburg, WI",2556,America/Chicago,Wisconsin,WI,244,44.53861,-87.70398,245,US
"Kenilworth, IL",-2.077710195,-2.552931927,"Kenilworth, IL",2555,America/Chicago,Illinois,IL,188,42.08586,-87.71756,190,US
"Shallowater, TX",0.863306038,2.772118046,"Shallowater, TX",2555,America/Chicago,Texas,TX,1004,33.68897,-101.99823,1006,US
"Colwyn, PA",-0.936001464,-1.773919434,"Colwyn, PA",2553,America/New_York,Pennsylvania,PA,17,39.91234,-75.25379,16,US
"Hawarden, IA",-1.506991854,-1.760786199,"Hawarden, IA",2551,America/Chicago,Iowa,IA,360,42.99582,-96.48531,360,US
"Hopkinton, MA",-0.272283814,-2.261201949,"Hopkinton, MA",2550,America/New_York,Massachusetts,MA,132,42.22871,-71.52256,135,US
"Bonners Ferry, ID",0.958047118,-0.264338387,"Bonners Ferry, ID",2549,America/Los_Angeles,Idaho,ID,578,48.69133,-116.31631,580,US
"Williamsburg, OH",-1.594909745,-0.64764124,"Williamsburg, OH",2549,America/New_York,Ohio,OH,248,39.05423,-84.05299,249,US
"Solon, IA",-1.502115232,-1.548857232,"Solon, IA",2545,America/Chicago,Iowa,IA,244,41.80723,-91.49406,244,US
"Hollandale, MS",-0.845399206,1.196954451,"Hollandale, MS",2545,America/Chicago,Mississippi,MS,35,33.16901,-90.85399,38,US
"Rockville, IN",-1.376344155,-1.652182019,"Rockville, IN",2545,America/Indiana/Indianapolis,Indiana,IN,217,39.76254,-87.22918,221,US
"Troutman, NC",-1.388574486,2.144473748,"Troutman, NC",2544,America/New_York,North Carolina,NC,286,35.70069,-80.88813,286,US
"Arial, SC",-0.327650396,1.597154901,"Arial, SC",2543,America/New_York,South Carolina,SC,329,34.84595,-82.64152,335,US
"Tipton, CA",3.244002206,-0.924913034,"Tipton, CA",2543,America/Los_Angeles,California,CA,84,36.0594,-119.31206,84,US
"Meadow Glade, WA",0.678563173,-0.593375103,"Meadow Glade, WA",2541,America/Los_Angeles,Washington,WA,86,45.75845,-122.56038,86,US
"Rockledge, PA",-0.940616664,-0.436854522,"Rockledge, PA",2541,America/New_York,Pennsylvania,PA,74,40.08122,-75.08962,77,US
"Wernersville, PA",-1.502319935,-2.076193846,"Wernersville, PA",2540,America/New_York,Pennsylvania,PA,114,40.33009,-76.0805,112,US
"Dakota Dunes, SD",-0.253998682,-1.614164463,"Dakota Dunes, SD",2540,America/Chicago,South Dakota,SD,334,42.48749,-96.48642,336,US
"Huguley, AL",-0.654242741,3.135595702,"Huguley, AL",2540,America/Chicago,Alabama,AL,214,32.83457,-85.22966,216,US
"Clinton, AR",-0.857761597,1.178789551,"Clinton, AR",2538,America/Chicago,Arkansas,AR,172,35.59147,-92.46044,174,US
"Sylvania, GA",-1.02544952,1.950669323,"Sylvania, GA",2538,America/New_York,Georgia,GA,71,32.75044,-81.63678,74,US
"Roaring Spring, PA",-1.676436123,-1.639513629,"Roaring Spring, PA",2537,America/New_York,Pennsylvania,PA,398,40.33591,-78.39085,398,US
"Clearwater, KS",-0.298825931,0.242635049,"Clearwater, KS",2537,America/Chicago,Kansas,KS,392,37.5028,-97.50449,397,US
"Millersburg, PA",-2.049846665,-1.479291162,"Millersburg, PA",2536,America/New_York,Pennsylvania,PA,131,40.53953,-76.96081,130,US
"Oliver, PA",-0.83278776,-1.185204973,"Oliver, PA",2535,America/New_York,Pennsylvania,PA,306,39.91869,-79.71782,308,US
"Cabazon, CA",4.954751635,-0.971996152,"Cabazon, CA",2535,America/Los_Angeles,California,CA,559,33.91752,-116.78724,559,US
"Marysville, PA",-0.801622495,-1.770882506,"Marysville, PA",2535,America/New_York,Pennsylvania,PA,112,40.34259,-76.92997,115,US
"Eminence, KY",-2.065796248,0.985479699,"Eminence, KY",2535,America/New_York,Kentucky,KY,285,38.37007,-85.18051,284,US
"Ferris, TX",1.133752429,1.547174616,"Ferris, TX",2534,America/Chicago,Texas,TX,142,32.53403,-96.66555,146,US
"Sabina, OH",-1.089668368,-1.376742521,"Sabina, OH",2534,America/New_York,Ohio,OH,320,39.48867,-83.63687,321,US
"Winchester, CA",3.248529342,-1.076532987,"Winchester, CA",2534,America/Los_Angeles,California,CA,449,33.70697,-117.08447,450,US
"Lockport, LA",0.53369449,0.159218429,"Lockport, LA",2531,America/Chicago,Louisiana,LA,3,29.64605,-90.53925,5,US
"Lordsburg, NM",2.300765659,0.177104716,"Lordsburg, NM",2531,America/Denver,New Mexico,NM,1295,32.35036,-108.70866,1299,US
"Pearl River, LA",1.152281515,1.382400324,"Pearl River, LA",2530,America/Chicago,Louisiana,LA,8,30.37603,-89.7484,14,US
"Wellford, SC",-0.889305407,2.16331448,"Wellford, SC",2526,America/New_York,South Carolina,SC,268,34.95095,-82.10594,267,US
"Dayton, WA",0.055466232,-0.696764732,"Dayton, WA",2526,America/Los_Angeles,Washington,WA,506,46.32375,-117.97244,505,US
"Dawsonville, GA",-1.362989334,2.866381551,"Dawsonville, GA",2525,America/New_York,Georgia,GA,416,34.42121,-84.11908,417,US
"Pima, AZ",2.282736505,-0.481814158,"Pima, AZ",2524,America/Phoenix,Arizona,AZ,865,32.89656,-109.82835,866,US
"Phillipsburg, KS",-1.280712006,-0.732071607,"Phillipsburg, KS",2524,America/Chicago,Kansas,KS,593,39.75612,-99.32399,599,US
"Penngrove, CA",4.557210664,-1.319850275,"Penngrove, CA",2522,America/Los_Angeles,California,CA,26,38.29964,-122.66665,27,US
"Salina, UT",0.306824272,0.944419394,"Salina, UT",2521,America/Denver,Utah,UT,1573,38.95774,-111.85993,1576,US
"Dunkirk, MD",-0.490745126,-0.594425224,"Dunkirk, MD",2520,America/New_York,Maryland,MD,31,38.7156,-76.67297,30,US
"Liberty, PA",-1.271603311,-1.067796709,"Liberty, PA",2520,America/New_York,Pennsylvania,PA,277,40.32535,-79.85616,278,US
"Clever, MO",-0.928158394,-0.431554322,"Clever, MO",2517,America/Chicago,Missouri,MO,426,37.03033,-93.47297,430,US
"Galva, IL",-2.929848504,-2.578468885,"Galva, IL",2517,America/Chicago,Illinois,IL,259,41.16754,-90.04261,260,US
"Myrtle Point, OR",1.119257538,-0.328987992,"Myrtle Point, OR",2514,America/Los_Angeles,Oregon,OR,34,43.06483,-124.13899,28,US
"Marengo, IA",-1.647888555,-1.326708012,"Marengo, IA",2513,America/Chicago,Iowa,IA,225,41.79806,-92.07074,228,US
"Carmel, ME",0.315931289,-1.218027008,"Carmel, ME",2512,America/New_York,Maine,ME,53,44.79757,-69.05115,50,US
"Osceola, WI",-1.107069683,-1.437707438,"Osceola, WI",2511,America/Chicago,Wisconsin,WI,248,45.32052,-92.70493,245,US
"Hartley, CA",3.683432756,-0.696815717,"Hartley, CA",2510,America/Los_Angeles,California,CA,37,38.41713,-121.94691,39,US
"Montpelier, ID",0.297756946,-0.589966368,"Montpelier, ID",2509,America/Boise,Idaho,ID,1823,42.32215,-111.2977,1828,US
"Kalona, IA",-1.802916591,-1.558337701,"Kalona, IA",2509,America/Chicago,Iowa,IA,201,41.48307,-91.706,202,US
"Portage, PA",-1.766910151,-2.133255597,"Portage, PA",2508,America/New_York,Pennsylvania,PA,514,40.38868,-78.67224,516,US
"Dogtown, CA",4.137084624,-0.927728253,"Dogtown, CA",2506,America/Los_Angeles,California,CA,46,38.21381,-121.08855,46,US
"Des Allemands, LA",1.459411278,1.098460525,"Des Allemands, LA",2505,America/Chicago,Louisiana,LA,1,29.82382,-90.47508,4,US
"Muse, PA",-1.00808188,-0.98799112,"Muse, PA",2504,America/New_York,Pennsylvania,PA,322,40.29285,-80.20034,323,US
"Pepperell, MA",-0.491623165,-1.201960292,"Pepperell, MA",2504,America/New_York,Massachusetts,MA,75,42.66592,-71.5884,78,US
"Greenbriar, FL",0.486274434,1.615619731,"Greenbriar, FL",2502,America/New_York,Florida,FL,,28.01128,-82.75272,20,US
"Walters, OK",0.23986808,0.670208201,"Walters, OK",2502,America/Chicago,Oklahoma,OK,305,34.35981,-98.30783,309,US
"Marked Tree, AR",-1.23233889,2.487692556,"Marked Tree, AR",2501,America/Chicago,Arkansas,AR,67,35.53286,-90.42066,68,US
"Carthage, IL",-2.725001944,-1.595304566,"Carthage, IL",2500,America/Chicago,Illinois,IL,241,41.91892,-89.31371,244,US
"Abita Springs, LA",1.654982366,1.449671353,"Abita Springs, LA",2499,America/Chicago,Louisiana,LA,9,30.47864,-90.04008,21,US
"Deerfield, WI",-1.505475818,-2.717752374,"Deerfield, WI",2499,America/Chicago,Wisconsin,WI,267,43.05194,-89.07567,268,US
"Mount Vernon, KY",-2.132551979,0.657425584,"Mount Vernon, KY",2499,America/New_York,Kentucky,KY,360,37.35286,-84.34049,368,US
"Crooksville, OH",-1.959415558,-0.763880635,"Crooksville, OH",2498,America/New_York,Ohio,OH,239,39.76896,-82.09209,239,US
"Chester, WV",-1.804290566,0.215718248,"Chester, WV",2498,America/New_York,West Virginia,WV,215,40.61312,-80.56285,216,US
"Caruthers, CA",4.030313258,-0.357559037,"Caruthers, CA",2497,America/Los_Angeles,California,CA,75,36.54273,-119.8332,78,US
"Blountstown, FL",0.191511361,2.880169455,"Blountstown, FL",2497,America/Chicago,Florida,FL,19,30.44379,-85.04744,23,US
"Fairfax, IA",-0.7570862,-1.306531325,"Fairfax, IA",2497,America/Chicago,Iowa,IA,236,41.91945,-91.78101,235,US
"Cherryvale, SC",-0.690982206,1.490085479,"Cherryvale, SC",2496,America/New_York,South Carolina,SC,64,33.95571,-80.45814,65,US
"Chesterfield, IN",-1.882628873,-0.966751943,"Chesterfield, IN",2495,America/Indiana/Indianapolis,Indiana,IN,277,40.11254,-85.59692,276,US
"Sells, AZ",1.685012001,-0.380179951,"Sells, AZ",2495,America/Phoenix,Arizona,AZ,729,31.91202,-111.88123,730,US
"Landrum, SC",-0.759849467,2.68156077,"Landrum, SC",2493,America/New_York,South Carolina,SC,319,35.17511,-82.18928,320,US
"Poynette, WI",-1.222870984,-3.007602834,"Poynette, WI",2493,America/Chicago,Wisconsin,WI,256,43.39026,-89.4029,258,US
"Thornton, IL",-1.531358344,-1.811866446,"Thornton, IL",2492,America/Chicago,Illinois,IL,182,41.56809,-87.6081,186,US
"El Portal, FL",2.137626857,1.209361301,"El Portal, FL",2491,America/New_York,Florida,FL,2,25.85537,-80.1931,12,US
"Midway, TN",-1.011431568,1.836870605,"Midway, TN",2491,America/New_York,Tennessee,TN,572,36.30011,-82.42375,576,US
"Blue Mound, TX",0.555983343,1.615559298,"Blue Mound, TX",2490,America/Chicago,Texas,TX,205,32.85652,-97.33891,209,US
"Clarendon, VT",-0.453328509,-0.067508119,"Clarendon, VT",2489,America/New_York,Vermont,VT,180,43.51618,-72.96983,182,US
"Fillmore, UT",1.376108853,0.497791597,"Fillmore, UT",2489,America/Denver,Utah,UT,1565,38.96885,-112.32355,1566,US
"Mendenhall, MS",-0.354335042,0.981668413,"Mendenhall, MS",2488,America/Chicago,Mississippi,MS,102,31.96182,-89.87008,103,US
"Sutter Creek, CA",4.648904978,-1.38876126,"Sutter Creek, CA",2488,America/Los_Angeles,California,CA,362,38.39297,-120.80244,365,US
"Stallion Springs, CA",4.346082959,-1.104384766,"Stallion Springs, CA",2488,America/Los_Angeles,California,CA,1153,35.08886,-118.64259,1157,US
"Diamond, IL",-1.50845045,-1.956028386,"Diamond, IL",2488,America/Chicago,Illinois,IL,172,41.28864,-88.25173,174,US
"Fennimore, WI",-1.527831827,-2.567959764,"Fennimore, WI",2488,America/Chicago,Wisconsin,WI,364,42.9836,-90.6554,365,US
"Hazen, ND",-0.514306425,-1.191821124,"Hazen, ND",2488,America/North_Dakota/Beulah,North Dakota,ND,532,47.29445,-101.62266,530,US
"Alamo, TN",-0.090090008,2.480435919,"Alamo, TN",2487,America/Chicago,Tennessee,TN,110,35.78479,-89.11729,110,US
"Durant, MS",-0.255409428,1.662281255,"Durant, MS",2486,America/Chicago,Mississippi,MS,81,33.07513,-89.85453,83,US
"Bennett, CO",0.95305453,-0.884837187,"Bennett, CO",2484,America/Denver,Colorado,CO,1672,39.75887,-104.42746,1675,US
"Westminster, SC",-0.22565953,1.153752063,"Westminster, SC",2484,America/New_York,South Carolina,SC,284,34.66482,-83.09654,283,US
"Jay, OK",0.211333243,0.688439695,"Jay, OK",2483,America/Chicago,Oklahoma,OK,318,36.42119,-94.7969,318,US
"Charleston, AR",-1.104620328,2.286826586,"Charleston, AR",2483,America/Chicago,Arkansas,AR,158,35.29704,-94.03632,165,US
"Chuluota, FL",0.858757064,1.675131137,"Chuluota, FL",2483,America/New_York,Florida,FL,18,28.64194,-81.1234,22,US
"Dripping Springs, TX",1.491008248,2.810967588,"Dripping Springs, TX",2483,America/Chicago,Texas,TX,350,30.19021,-98.08668,355,US
"Commerce, OK",0.341071326,0.675350967,"Commerce, OK",2483,America/Chicago,Oklahoma,OK,247,36.9334,-94.87301,249,US
"Woodbine, NJ",-0.374677863,-1.170424427,"Woodbine, NJ",2482,America/New_York,New Jersey,NJ,12,39.24178,-74.81517,14,US
"Homerville, GA",-0.967347757,2.319049375,"Homerville, GA",2480,America/New_York,Georgia,GA,54,31.0366,-82.74708,56,US
"Ross, CA",3.824183583,-0.947591231,"Ross, CA",2479,America/Los_Angeles,California,CA,11,37.96242,-122.55498,14,US
"Campbell, FL",0.887315237,1.338747625,"Campbell, FL",2479,America/New_York,Florida,FL,23,28.2589,-81.45646,29,US
"Tonopah, NV",2.465725682,-0.730648286,"Tonopah, NV",2478,America/Los_Angeles,Nevada,NV,1843,38.06716,-117.23008,1847,US
"Newmanstown, PA",-1.261057966,-1.532830208,"Newmanstown, PA",2478,America/New_York,Pennsylvania,PA,148,40.34954,-76.21328,147,US
"Osceola, IN",-1.476767862,-0.694084663,"Osceola, IN",2477,America/Indiana/Indianapolis,Indiana,IN,225,41.66505,-86.07584,229,US
"Whittingham, NJ",0.604095454,-0.954797267,"Whittingham, NJ",2476,America/New_York,New Jersey,NJ,49,40.32982,-74.44511,52,US
"Belle Plaine, IA",-1.976926598,-1.563868264,"Belle Plaine, IA",2475,America/Chicago,Iowa,IA,252,41.89694,-92.27824,251,US
"Morgantown, KY",-2.351315203,1.309201705,"Morgantown, KY",2475,America/Chicago,Kentucky,KY,172,37.2256,-86.6836,173,US
"Jarales, NM",2.083219295,0.038133654,"Jarales, NM",2475,America/Denver,New Mexico,NM,1460,34.61312,-106.76364,1460,US
"Nekoosa, WI",-1.590892661,-2.72719468,"Nekoosa, WI",2474,America/Chicago,Wisconsin,WI,290,44.31246,-89.90429,292,US
"Santa Claus, IN",-1.308344234,-1.35804812,"Santa Claus, IN",2474,America/Chicago,Indiana,IN,144,38.12005,-86.91416,145,US
"Middleport, OH",-2.066872223,-1.354217085,"Middleport, OH",2474,America/New_York,Ohio,OH,173,39.00175,-82.04875,177,US
"Sisters, OR",0.869001192,-0.809445416,"Sisters, OR",2472,America/Los_Angeles,Oregon,OR,973,44.29095,-121.54921,972,US
"Mayodan, NC",-1.460050477,2.527096027,"Mayodan, NC",2470,America/New_York,North Carolina,NC,192,36.41236,-79.96699,189,US
"Apison, TN",-1.238127111,2.791837,"Apison, TN",2469,America/New_York,Tennessee,TN,262,35.02396,-85.02384,262,US
"Nicoma Park, OK",0.213606031,1.097637447,"Nicoma Park, OK",2469,America/Chicago,Oklahoma,OK,370,35.49117,-97.32309,373,US
"Cairo, IL",-2.347061778,-1.918293129,"Cairo, IL",2467,America/Chicago,Illinois,IL,95,37.00533,-89.17646,94,US
"Coalfield, TN",-1.526877852,2.321058326,"Coalfield, TN",2463,America/New_York,Tennessee,TN,314,36.02897,-84.42076,313,US
"Sterlington, LA",0.899261865,2.020811196,"Sterlington, LA",2463,America/Chicago,Louisiana,LA,18,32.69625,-92.08597,25,US
"Weatherly, PA",-1.080166876,-0.8749188,"Weatherly, PA",2462,America/New_York,Pennsylvania,PA,331,40.94175,-75.82964,344,US
"Moundville, AL",-1.161600384,3.343516591,"Moundville, AL",2460,America/Chicago,Alabama,AL,50,32.99762,-87.63001,52,US
"Fairmont, IL",-1.840783791,-2.136642601,"Fairmont, IL",2459,America/Chicago,Illinois,IL,193,41.55614,-88.05923,195,US
"Bloomington, TX",0.364155143,1.102934493,"Bloomington, TX",2459,America/Chicago,Texas,TX,18,28.64777,-96.89249,21,US
"Amelia, LA",1.3933712,0.72019264,"Amelia, LA",2459,America/Chicago,Louisiana,LA,2,29.66632,-91.10204,2,US
"Cathcart, WA",0.678178316,-0.674408506,"Cathcart, WA",2458,America/Los_Angeles,Washington,WA,70,47.84788,-122.09929,69,US
"Big Coppitt Key, FL",0.708828445,1.512800064,"Big Coppitt Key, FL",2458,America/New_York,Florida,FL,1,24.59653,-81.66009,2,US
"Bridgeport, WA",0.403024531,-0.779423433,"Bridgeport, WA",2457,America/Los_Angeles,Washington,WA,259,48.0082,-119.67116,258,US
"Riverview, DE",-0.473607439,-0.617721122,"Riverview, DE",2456,America/New_York,Delaware,DE,9,39.0265,-75.51076,13,US
"Santo Domingo Pueblo, NM",1.897143106,-0.214425596,"Santo Domingo Pueblo, NM",2456,America/Denver,New Mexico,NM,1581,35.51476,-106.36586,1578,US
"Louisa, KY",-1.67897965,0.872600555,"Louisa, KY",2455,America/New_York,Kentucky,KY,178,38.11425,-82.60321,176,US
"Prague, OK",0.001870988,0.31882219,"Prague, OK",2453,America/Chicago,Oklahoma,OK,308,35.48674,-96.68502,311,US
"Daingerfield, TX",0.826664043,3.327804616,"Daingerfield, TX",2452,America/Chicago,Texas,TX,121,33.03179,-94.72187,124,US
"Escobares, TX",1.494490718,1.918469301,"Escobares, TX",2451,America/Chicago,Texas,TX,55,26.41062,-98.96253,56,US
"Maxton, NC",-1.337543431,2.618455021,"Maxton, NC",2451,America/New_York,North Carolina,NC,59,34.73516,-79.34893,61,US
"Laporte, CO",1.152738894,-1.468374637,"Laporte, CO",2450,America/Denver,Colorado,CO,1543,40.62633,-105.13916,1546,US
"Eureka, KS",0.047804613,-0.703011735,"Eureka, KS",2450,America/Chicago,Kansas,KS,329,37.82392,-96.28917,333,US
"Sisseton, SD",-0.766529829,-1.915008455,"Sisseton, SD",2450,America/Chicago,South Dakota,SD,373,45.66468,-97.0498,372,US
"Garland, UT",0.766981296,1.43328778,"Garland, UT",2448,America/Denver,Utah,UT,1323,41.74104,-112.16162,1322,US
"Strasburg, CO",0.638956217,-1.205117412,"Strasburg, CO",2447,America/Denver,Colorado,CO,1640,39.73832,-104.32329,1641,US
"Bells, TN",-0.717885442,1.772182248,"Bells, TN",2447,America/Chicago,Tennessee,TN,99,35.71118,-89.08756,100,US
"Pembroke, GA",-1.000365066,1.699361833,"Pembroke, GA",2445,America/New_York,Georgia,GA,27,32.13634,-81.62348,34,US
"Winneconne, WI",-1.736024042,-2.955458508,"Winneconne, WI",2445,America/Chicago,Wisconsin,WI,231,44.11082,-88.71261,231,US
"Wayne, IL",-2.020389683,-2.019722404,"Wayne, IL",2444,America/Chicago,Illinois,IL,231,41.95086,-88.2423,236,US
"Kinder, LA",1.152873616,0.724402731,"Kinder, LA",2442,America/Chicago,Louisiana,LA,14,30.48548,-92.8507,19,US
"Verona, PA",-1.274838155,-1.767562613,"Verona, PA",2442,America/New_York,Pennsylvania,PA,232,40.50646,-79.8431,228,US
"Yardley, PA",-1.154061412,-1.63376674,"Yardley, PA",2441,America/New_York,Pennsylvania,PA,22,40.24566,-74.846,26,US
"Edgard, LA",1.982066313,1.202972692,"Edgard, LA",2441,America/Chicago,Louisiana,LA,4,30.04326,-90.56009,7,US
"Versailles, MO",-1.717952426,-0.308358866,"Versailles, MO",2440,America/Chicago,Missouri,MO,315,38.43141,-92.84103,320,US
"Lynchburg, MS",-1.075256964,1.825586341,"Lynchburg, MS",2437,America/Chicago,Mississippi,MS,92,34.96232,-90.09593,93,US
"Hartsville, TN",-1.839963305,3.339148779,"Hartsville, TN",2435,America/Chicago,Tennessee,TN,144,36.39088,-86.16721,149,US
"Old Orchard, PA",-1.300199817,-1.891081239,"Old Orchard, PA",2434,America/New_York,Pennsylvania,PA,125,40.65788,-75.26212,132,US
"Muncy, PA",-1.531089491,-1.323164349,"Muncy, PA",2433,America/New_York,Pennsylvania,PA,152,41.20564,-76.78552,152,US
"Mayflower, AR",-0.719177132,1.068962347,"Mayflower, AR",2431,America/Chicago,Arkansas,AR,86,34.95703,-92.42738,89,US
"Moline Acres, MO",-1.052153551,-0.383950273,"Moline Acres, MO",2431,America/Chicago,Missouri,MO,146,38.74699,-90.24011,150,US
"Lincoln, AR",-0.624326542,1.104511057,"Lincoln, AR",2431,America/Chicago,Arkansas,AR,449,35.94953,-94.42355,451,US
"Forsyth, MO",-1.425242031,0.606704114,"Forsyth, MO",2431,America/Chicago,Missouri,MO,283,36.68506,-93.1199,285,US
"Carrollton, IL",-2.465284592,-1.066651332,"Carrollton, IL",2429,America/Chicago,Illinois,IL,189,39.30227,-90.40706,190,US
"Buckhorn, CA",3.585027351,-0.33449193,"Buckhorn, CA",2429,America/Los_Angeles,California,CA,1004,38.45216,-120.52854,1010,US
"Enfield, NC",-1.141583056,1.601241595,"Enfield, NC",2427,America/New_York,North Carolina,NC,32,36.18099,-77.66664,35,US
"Oronogo, MO",-1.433304545,-0.062788392,"Oronogo, MO",2425,America/Chicago,Missouri,MO,280,37.18839,-94.47023,280,US
"Belleville, WI",-1.773323542,-2.480193123,"Belleville, WI",2425,America/Chicago,Wisconsin,WI,266,42.85972,-89.53818,267,US
"Bethlehem, WV",-2.101881993,0.100284023,"Bethlehem, WV",2425,America/New_York,West Virginia,WV,380,40.04396,-80.69064,380,US
"Woodside, PA",-0.309874869,-1.671117065,"Woodside, PA",2425,America/New_York,Pennsylvania,PA,49,40.22178,-74.87544,55,US
"Decherd, TN",-0.996986072,2.673472122,"Decherd, TN",2424,America/Chicago,Tennessee,TN,292,35.2098,-86.07943,291,US
"Ester, AK",0.828703548,-0.126043784,"Ester, AK",2422,America/Anchorage,Alaska,AK,224,64.84722,-148.01444,185,US
"Lovell, WY",0.564456831,-0.565308265,"Lovell, WY",2422,America/Denver,Wyoming,WY,1168,44.83745,-108.38956,1168,US
"Berlin, MA",-0.301293043,-2.045155073,"Berlin, MA",2422,America/New_York,Massachusetts,MA,100,42.3812,-71.63701,99,US
"Anchorage, KY",-1.110821157,0.87567298,"Anchorage, KY",2420,America/Kentucky/Louisville,Kentucky,KY,217,38.26674,-85.53302,222,US
"Sumiton, AL",-0.914970372,3.380383102,"Sumiton, AL",2418,America/Chicago,Alabama,AL,157,33.75566,-87.05,159,US
"Bolivar Peninsula, TX",1.519949091,3.419579108,"Bolivar Peninsula, TX",2417,America/Chicago,Texas,TX,3,29.47829,-94.57991,4,US
"Irvine, KY",-0.208032603,0.611415212,"Irvine, KY",2416,America/New_York,Kentucky,KY,207,37.70064,-83.97381,208,US
"Uniontown, AL",-1.485738845,2.193058665,"Uniontown, AL",2415,America/Chicago,Alabama,AL,91,32.44958,-87.51417,92,US
"Avilla, IN",-1.195262694,-1.433207953,"Avilla, IN",2413,America/Indiana/Indianapolis,Indiana,IN,294,41.36588,-85.23886,295,US
"Monticello, FL",-0.020021873,1.333250837,"Monticello, FL",2411,America/New_York,Florida,FL,71,30.54515,-83.8713,76,US
"Lake Nacimiento, CA",4.573803193,-0.879523908,"Lake Nacimiento, CA",2411,America/Los_Angeles,California,CA,300,35.7283,-120.87963,296,US
"Mascot, TN",-1.069052712,1.757866396,"Mascot, TN",2411,America/New_York,Tennessee,TN,263,36.0612,-83.74573,266,US
"Neillsville, WI",-1.577617535,-2.82107371,"Neillsville, WI",2409,America/Chicago,Wisconsin,WI,316,44.55996,-90.59625,319,US
"Lawson, MO",-1.029480516,0.045007126,"Lawson, MO",2409,America/Chicago,Missouri,MO,325,39.43834,-94.20411,328,US
"Hebron, OH",-1.473395631,-0.786449624,"Hebron, OH",2409,America/New_York,Ohio,OH,271,39.96173,-82.49127,266,US
"Coats, NC",-1.278712736,1.991411424,"Coats, NC",2408,America/New_York,North Carolina,NC,94,35.40794,-78.67196,94,US
"Dennis, MA",0.152971817,-1.761463329,"Dennis, MA",2407,America/New_York,Massachusetts,MA,5,41.73539,-70.19391,5,US
"Eddystone, PA",-1.46623711,-1.673087706,"Eddystone, PA",2407,America/New_York,Pennsylvania,PA,5,39.86011,-75.34436,7,US
"Darlington, WI",-1.432259637,-1.528074279,"Darlington, WI",2405,America/Chicago,Wisconsin,WI,265,42.68306,-90.11763,264,US
"Kimball, NE",-0.093504576,-0.60264457,"Kimball, NE",2405,America/Denver,Nebraska,NE,1437,41.23581,-103.663,1439,US
